x,y,z,feature_name,cell_id,transcript_id,codeword_category,qv,overlaps_nucleus,is_gene,fov_name,codeword_index,nucleus_distance,cellpose_30
1549.2031,1187.0938,23.46875,HSP90AB1,eehgomdf-1,281547991162808,custom_gene,40.0,1,True,B4,166,0.0,276
1551.1719,1242.6562,24.5625,HSP90AB1,UNASSIGNED,281547991162814,custom_gene,40.0,0,True,B4,166,0.546875,343
1551.5156,1192.3125,24.265625,HSP90AB1,UNASSIGNED,281547991162816,custom_gene,40.0,0,True,B4,166,2.796875,0
1551.5781,1204.8906,21.328125,HSP90AB1,UNASSIGNED,281547991162817,custom_gene,40.0,0,True,B4,166,3.65625,0
1552.4219,1209.8906,21.1875,HSP90AB1,UNASSIGNED,281547991162818,custom_gene,40.0,0,True,B4,166,8.21875,0
1552.75,1048.3125,20.171875,HSP90AB1,UNASSIGNED,281547991162820,custom_gene,40.0,0,True,B4,166,4.65625,0
1552.7969,1204.1406,24.234375,HSP90AB1,UNASSIGNED,281547991162821,custom_gene,40.0,0,True,B4,166,3.890625,0
1552.7812,1210.5156,20.859375,HSP90AB1,UNASSIGNED,281547991162822,custom_gene,40.0,0,True,B4,166,7.609375,0
1553.0,1036.9531,22.796875,HSP90AB1,UNASSIGNED,281547991162823,custom_gene,40.0,0,True,B4,166,13.65625,0
1553.0625,1037.7969,23.53125,HSP90AB1,UNASSIGNED,281547991162824,custom_gene,40.0,0,True,B4,166,14.484375,0
1554.2969,1128.4844,19.171875,HSP90AB1,eehmoieh-1,281547991162826,custom_gene,40.0,1,True,B4,166,0.0,198
1557.6094,1083.5625,24.03125,HSP90AB1,mpeanidh-1,281547991162833,custom_gene,40.0,0,True,B4,166,0.25,154
1558.9062,1055.0156,23.40625,HSP90AB1,UNASSIGNED,281547991162839,custom_gene,40.0,0,True,B4,166,5.75,121
1562.0625,1176.875,19.75,HSP90AB1,UNASSIGNED,281547991162846,custom_gene,40.0,0,True,B4,166,3.375,0
1562.3125,1118.25,19.6875,HSP90AB1,UNASSIGNED,281547991162848,custom_gene,40.0,0,True,B4,166,9.859375,0
1562.625,1013.6406,21.640625,HSP90AB1,UNASSIGNED,281547991162849,custom_gene,40.0,0,True,B4,166,7.296875,0
1565.7344,1148.9062,22.734375,HSP90AB1,UNASSIGNED,281547991162855,custom_gene,40.0,0,True,B4,166,0.671875,223
1573.6562,1129.6562,24.21875,HSP90AB1,eehmcgdl-1,281547991162863,custom_gene,40.0,1,True,B4,166,0.0,199
1574.25,1131.0312,22.6875,HSP90AB1,eehmcgdl-1,281547991162865,custom_gene,40.0,1,True,B4,166,0.0,199
1576.7031,1156.5,16.78125,HSP90AB1,eehkkhkc-1,281547991162870,custom_gene,40.0,0,True,B4,166,1.375,241
1586.2188,1148.9688,22.84375,HSP90AB1,UNASSIGNED,281547991162891,custom_gene,40.0,0,True,B4,166,7.046875,0
1588.4844,1130.2812,21.328125,HSP90AB1,UNASSIGNED,281547991162895,custom_gene,40.0,0,True,B4,166,1.828125,196
1589.0156,1016.7031,22.921875,HSP90AB1,UNASSIGNED,281547991162898,custom_gene,40.0,0,True,B4,166,9.078125,0
1591.2188,1170.8906,19.5625,HSP90AB1,eehkpaaa-1,281547991162905,custom_gene,40.0,0,True,B4,166,0.40625,246
1593.1562,1137.2031,23.640625,HSP90AB1,eehjnejk-1,281547991162914,custom_gene,40.0,0,True,B4,166,0.34375,204
1593.9688,1225.0781,18.890625,HSP90AB1,UNASSIGNED,281547991162917,custom_gene,40.0,0,True,B4,166,6.671875,0
1594.1094,1004.25,21.375,HSP90AB1,eeiljafj-1,281547991162918,custom_gene,40.0,0,True,B4,166,1.0,56
1594.7031,1134.7812,24.078125,HSP90AB1,eehjnejk-1,281547991162921,custom_gene,40.0,1,True,B4,166,0.0,204
1595.6562,1003.8594,19.75,HSP90AB1,eeiljafj-1,281547991162923,custom_gene,40.0,0,True,B4,166,0.46875,56
1598.0781,1121.5781,26.21875,HSP90AB1,eehjhpbi-1,281547991162929,custom_gene,40.0,1,True,B4,166,0.0,191
1604.2812,1183.25,19.734375,HSP90AB1,UNASSIGNED,281547991162938,custom_gene,40.0,0,True,B4,166,2.75,268
1609.0,1184.5781,19.984375,HSP90AB1,eehdmdin-1,281547991162948,custom_gene,40.0,0,True,B4,166,0.53125,268
1611.3906,1244.0469,22.625,HSP90AB1,UNASSIGNED,281547991162950,custom_gene,40.0,0,True,B4,166,9.6875,0
1612.1094,1040.4531,24.03125,HSP90AB1,UNASSIGNED,281547991162954,custom_gene,40.0,0,True,B4,166,5.59375,98
1612.2969,1039.8906,22.796875,HSP90AB1,UNASSIGNED,281547991162955,custom_gene,40.0,0,True,B4,166,5.09375,98
1612.4062,1129.25,22.3125,HSP90AB1,UNASSIGNED,281547991162956,custom_gene,40.0,0,True,B4,166,6.40625,0
1613.5312,1147.8281,18.40625,HSP90AB1,UNASSIGNED,281547991162957,custom_gene,40.0,0,True,B4,166,14.015625,0
1615.75,1190.8125,18.671875,HSP90AB1,UNASSIGNED,281547991162961,custom_gene,40.0,0,True,B4,166,4.734375,0
1621.1562,1006.25,21.296875,HSP90AB1,eejcchjp-1,281547991162977,custom_gene,40.0,0,True,B4,166,0.859375,0
1621.8438,1041.2188,21.296875,HSP90AB1,eejaadbo-1,281547991162981,custom_gene,40.0,1,True,B4,166,0.0,109
1625.1875,1000.1094,21.28125,HSP90AB1,UNASSIGNED,281547991162988,custom_gene,40.0,0,True,B4,166,4.109375,0
1625.2812,1043.4844,23.640625,HSP90AB1,eejaadbo-1,281547991162989,custom_gene,40.0,1,True,B4,166,0.0,109
1625.4219,1148.5156,23.984375,HSP90AB1,eehaapmk-1,281547991162990,custom_gene,40.0,0,True,B4,166,2.34375,225
1630.6094,1177.2969,20.375,HSP90AB1,UNASSIGNED,281547991163001,custom_gene,40.0,0,True,B4,166,8.296875,0
1631.2188,1204.0469,22.21875,HSP90AB1,UNASSIGNED,281547991163005,custom_gene,40.0,0,True,B4,166,3.046875,0
1632.2188,1156.7812,22.5625,HSP90AB1,eegpinnp-1,281547991163009,custom_gene,40.0,0,True,B4,166,5.765625,0
1637.1562,1035.75,22.984375,HSP90AB1,UNASSIGNED,281547991163018,custom_gene,40.0,0,True,B4,166,4.84375,111
1639.2031,1155.5469,24.203125,HSP90AB1,UNASSIGNED,281547991163024,custom_gene,40.0,0,True,B4,166,6.46875,0
1643.3281,1086.5156,21.625,HSP90AB1,UNASSIGNED,281547991163034,custom_gene,40.0,0,True,B4,166,19.5,0
1643.8438,1057.7031,21.234375,HSP90AB1,UNASSIGNED,281547991163036,custom_gene,40.0,0,True,B4,166,14.015625,0
1644.375,1172.1562,22.703125,HSP90AB1,mpdkbeoj-1,281547991163037,custom_gene,40.0,1,True,B4,166,0.0,251
1646.7344,1198.5,18.9375,HSP90AB1,UNASSIGNED,281547991163042,custom_gene,40.0,0,True,B4,166,9.984375,0
1650.2812,1174.1094,22.203125,HSP90AB1,eehgcdeb-1,281547991163053,custom_gene,40.0,0,True,B4,166,0.3125,257
1651.5938,1029.7969,20.78125,HSP90AB1,UNASSIGNED,281547991163056,custom_gene,40.0,0,True,B4,166,6.703125,0
1652.125,1030.9062,20.21875,HSP90AB1,UNASSIGNED,281547991163058,custom_gene,40.0,0,True,B4,166,5.828125,0
1654.6875,1148.5,21.03125,HSP90AB1,UNASSIGNED,281547991163060,custom_gene,40.0,0,True,B4,166,11.53125,0
1657.6875,1011.2344,23.75,HSP90AB1,UNASSIGNED,281547991163067,custom_gene,40.0,0,True,B4,166,6.359375,0
1658.2812,1018.2031,21.71875,HSP90AB1,UNASSIGNED,281547991163068,custom_gene,40.0,0,True,B4,166,11.0,0
1660.6406,1171.375,23.078125,HSP90AB1,UNASSIGNED,281547991163073,custom_gene,40.0,0,True,B4,166,10.625,0
1662.875,1247.0,23.6875,HSP90AB1,eengmpjp-1,281547991163076,custom_gene,40.0,1,True,B4,166,0.0,349
1664.2656,1032.2969,23.5,HSP90AB1,eegallif-1,281547991163078,custom_gene,40.0,1,True,B4,166,0.0,97
1667.1406,1010.5156,20.5,HSP90AB1,UNASSIGNED,281547991163086,custom_gene,40.0,0,True,B4,166,2.421875,68
1673.4062,1021.71875,23.734375,HSP90AB1,UNASSIGNED,281547991163100,custom_gene,40.0,0,True,B4,166,9.65625,0
1681.7656,1190.0156,23.34375,HSP90AB1,eehcooie-1,281547991163116,custom_gene,40.0,0,True,B4,166,1.140625,272
1682.1562,1199.6094,21.96875,HSP90AB1,eehdhbfn-1,281547991163119,custom_gene,40.0,0,True,B4,166,3.65625,283
1682.4062,1009.28125,22.78125,HSP90AB1,eefmnljp-1,281547991163120,custom_gene,40.0,0,True,B4,166,0.4375,78
1682.8281,1123.0469,18.28125,HSP90AB1,eegniebj-1,281547991163123,custom_gene,40.0,1,True,B4,166,0.0,187
1682.8594,1173.0938,21.34375,HSP90AB1,eehcicba-1,281547991163124,custom_gene,40.0,0,True,B4,166,0.5625,250
1684.1719,1010.5625,24.421875,HSP90AB1,eefmnljp-1,281547991163129,custom_gene,40.0,0,True,B4,166,0.265625,78
1684.5312,1152.625,23.28125,HSP90AB1,eegoohcn-1,281547991163131,custom_gene,40.0,1,True,B4,166,0.0,226
1684.7656,1066.0469,17.5625,HSP90AB1,eefkkdbn-1,281547991163133,custom_gene,40.0,0,True,B4,166,0.484375,133
1687.1406,1192.0469,25.109375,HSP90AB1,eehdhbfn-1,281547991163136,custom_gene,40.0,0,True,B4,166,0.875,283
1688.0469,1195.375,17.859375,HSP90AB1,eehdhbfn-1,281547991163140,custom_gene,40.0,1,True,B4,166,0.0,283
1688.3281,1039.7812,24.28125,HSP90AB1,eefmfefh-1,281547991163141,custom_gene,40.0,1,True,B4,166,0.0,113
1689.1875,1138.2656,22.375,HSP90AB1,eegpanco-1,281547991163144,custom_gene,40.0,1,True,B4,166,0.0,202
1690.2812,1047.0,21.859375,HSP90AB1,eefljfbc-1,281547991163148,custom_gene,40.0,0,True,B4,166,0.453125,113
1690.375,1009.625,21.78125,HSP90AB1,eefmnljp-1,281547991163149,custom_gene,40.0,0,True,B4,166,0.375,78
1690.4219,1031.6562,21.375,HSP90AB1,eefkocgl-1,281547991163150,custom_gene,40.0,0,True,B4,166,0.65625,89
1690.4531,1033.2812,25.734375,HSP90AB1,eefkocgl-1,281547991163151,custom_gene,40.0,0,True,B4,166,0.625,89
1690.5938,1012.1719,21.546875,HSP90AB1,eefmnljp-1,281547991163152,custom_gene,40.0,1,True,B4,166,0.0,78
1691.7188,1177.0312,23.28125,HSP90AB1,eehdacmj-1,281547991163155,custom_gene,40.0,1,True,B4,166,0.0,250
1692.2031,1015.0625,22.6875,HSP90AB1,eefmnljp-1,281547991163157,custom_gene,40.0,0,True,B4,166,2.890625,89
1695.4375,1091.375,22.703125,HSP90AB1,UNASSIGNED,281547991163163,custom_gene,40.0,0,True,B4,166,10.65625,157
1697.3281,1203.4062,16.359375,HSP90AB1,UNASSIGNED,281547991163166,custom_gene,40.0,0,True,B4,166,8.1875,0
1698.6875,1002.5781,23.53125,HSP90AB1,eefmicja-1,281547991163168,custom_gene,40.0,0,True,B4,166,2.625,53
1700.5781,1007.0781,22.03125,HSP90AB1,UNASSIGNED,281547991163174,custom_gene,40.0,0,True,B4,166,3.25,0
1702.0625,1006.6875,21.375,HSP90AB1,dpldgeao-1,281547991163177,custom_gene,40.0,0,True,B4,166,1.84375,65
1707.5156,1077.1875,19.890625,HSP90AB1,dpmdngkb-1,281547991163188,custom_gene,40.0,0,True,B4,166,0.09375,142
1708.4531,1191.4688,25.546875,HSP90AB1,dpnhhhkd-1,281547991163193,custom_gene,40.0,1,True,B4,166,0.0,271
1708.625,1056.2656,23.359375,HSP90AB1,UNASSIGNED,281547991163194,custom_gene,40.0,0,True,B4,166,4.390625,117
1712.3281,1009.1719,24.140625,HSP90AB1,UNASSIGNED,281547991163200,custom_gene,40.0,0,True,B4,166,4.390625,82
1714.5469,1245.9531,24.515625,HSP90AB1,dpnlknok-1,281547991163204,custom_gene,40.0,1,True,B4,166,0.0,350
1720.7656,1059.4531,22.75,HSP90AB1,aaadmdgj-1,281547991163214,custom_gene,40.0,1,True,B4,166,0.0,116
1720.8906,1010.3906,24.203125,HSP90AB1,dkdgapmd-1,281547991163215,custom_gene,40.0,0,True,B4,166,1.6875,86
1726.2188,1147.9062,22.515625,HSP90AB1,UNASSIGNED,281547991163221,custom_gene,40.0,0,True,B4,166,10.0,0
1726.7031,1205.1562,22.15625,HSP90AB1,dpnidpep-1,281547991163222,custom_gene,40.0,0,True,B4,166,1.5625,302
1728.8438,1034.2344,23.25,HSP90AB1,UNASSIGNED,281547991163225,custom_gene,40.0,0,True,B4,166,6.640625,0
1729.4688,1208.5312,23.46875,HSP90AB1,dpnidpep-1,281547991163228,custom_gene,40.0,1,True,B4,166,0.0,302
1734.0156,1087.2656,19.609375,HSP90AB1,dpmdeoim-1,281547991163238,custom_gene,40.0,1,True,B4,166,0.0,156
1734.2031,1208.2344,20.53125,HSP90AB1,dpnidpep-1,281547991163239,custom_gene,40.0,1,True,B4,166,0.0,302
1737.8594,1000.6875,24.109375,HSP90AB1,UNASSIGNED,281547991163247,custom_gene,40.0,0,True,B4,166,6.625,0
1739.0625,1203.8125,17.546875,HSP90AB1,UNASSIGNED,281547991163251,custom_gene,40.0,0,True,B4,166,4.46875,0
1740.5,1042.6094,25.515625,HSP90AB1,dkdimfeo-1,281547991163256,custom_gene,40.0,0,True,B4,166,0.71875,103
1741.2188,1185.1094,19.78125,HSP90AB1,UNASSIGNED,281547991163257,custom_gene,40.0,0,True,B4,166,3.84375,273
1742.0312,1075.7344,21.90625,HSP90AB1,UNASSIGNED,281547991163263,custom_gene,40.0,0,True,B4,166,1.140625,139
1742.2656,1030.9062,22.625,HSP90AB1,dkdimfeo-1,281547991163264,custom_gene,40.0,0,True,B4,166,2.84375,0
1742.25,1175.0312,25.125,HSP90AB1,dplofdji-1,281547991163265,custom_gene,40.0,0,True,B4,166,0.96875,254
1744.75,1010.8281,24.203125,HSP90AB1,dkdjdpgd-1,281547991163270,custom_gene,40.0,0,True,B4,166,0.296875,73
1744.8438,1024.7812,19.546875,HSP90AB1,UNASSIGNED,281547991163272,custom_gene,40.0,0,True,B4,166,7.765625,0
1748.6875,1113.3281,17.34375,HSP90AB1,mocpfmek-1,281547991163279,custom_gene,40.0,0,True,B4,166,3.65625,0
1505.75,1203.7188,26.0625,HSP90AB1,eejiaikg-1,281547991164382,custom_gene,40.0,1,True,B4,166,0.0,298
1576.9844,1158.5156,18.203125,HSP90AB1,eehkkhkc-1,281547991164385,custom_gene,40.0,0,True,B4,166,0.84375,241
1591.5312,1170.4531,20.59375,HSP90AB1,eehkpaaa-1,281547991164387,custom_gene,40.0,0,True,B4,166,0.0,246
1594.5625,1003.71875,20.046875,HSP90AB1,eeiljafj-1,281547991164388,custom_gene,40.0,0,True,B4,166,0.78125,56
1620.0625,1210.2812,18.140625,HSP90AB1,UNASSIGNED,281547991164390,custom_gene,39.75,0,True,B4,166,0.96875,306
1691.3281,1012.5,21.203125,HSP90AB1,eefmnljp-1,281547991164398,custom_gene,40.0,0,True,B4,166,0.671875,78
1702.7031,1006.5781,21.28125,HSP90AB1,dpldgeao-1,281547991164399,custom_gene,40.0,0,True,B4,166,1.296875,65
1708.3125,1077.9688,20.203125,HSP90AB1,dpmdngkb-1,281547991164401,custom_gene,40.0,1,True,B4,166,0.0,142
1502.2188,1004.0469,17.21875,HSP90AB1,UNASSIGNED,281547991165206,custom_gene,20.5,0,True,B4,166,9.296875,0
1510.8281,1052.1094,21.609375,HSP90AB1,dpcgmkpa-1,281547991165210,custom_gene,37.5,1,True,B4,166,0.0,118
1513.7344,1152.1094,23.40625,HSP90AB1,eeiflnno-1,281547991165212,custom_gene,37.25,1,True,B4,166,0.0,232
1538.6719,1105.9219,25.890625,HSP90AB1,mpecpold-1,281547991165223,custom_gene,37.5,1,True,B4,166,0.0,173
1552.3281,1047.9375,21.234375,HSP90AB1,UNASSIGNED,281547991165229,custom_gene,40.0,0,True,B4,166,4.890625,0
1563.3438,1131.4375,21.859375,HSP90AB1,eehnchih-1,281547991165233,custom_gene,36.75,0,True,B4,166,1.953125,201
1609.0938,1185.25,20.96875,HSP90AB1,eehdmdin-1,281547991165253,custom_gene,20.5,1,True,B4,166,0.0,268
1620.5781,1211.4688,18.203125,HSP90AB1,eendjobh-1,281547991165257,custom_gene,40.0,1,True,B4,166,0.0,306
1628.4688,1037.7969,18.109375,HSP90AB1,UNASSIGNED,281547991165259,custom_gene,40.0,0,True,B4,166,2.765625,109
1638.9375,1094.625,18.71875,HSP90AB1,UNASSIGNED,281547991165263,custom_gene,39.0,0,True,B4,166,13.15625,0
1649.9219,1174.5312,22.859375,HSP90AB1,eehgcdeb-1,281547991165268,custom_gene,27.5,1,True,B4,166,0.0,257
1681.5625,1199.2969,23.296875,HSP90AB1,eehdgnhh-1,281547991165274,custom_gene,37.5,0,True,B4,166,3.125,283
1691.1094,1030.9219,21.1875,HSP90AB1,eefkocgl-1,281547991165280,custom_gene,40.0,0,True,B4,166,0.0625,89
1691.3438,1010.6719,20.59375,HSP90AB1,eefmnljp-1,281547991165281,custom_gene,36.75,0,True,B4,166,0.6875,78
1692.0312,1021.2031,19.21875,HSP90AB1,mpdgjbhb-1,281547991165282,custom_gene,36.75,1,True,B4,166,0.0,89
1701.2188,1238.2031,24.046875,HSP90AB1,UNASSIGNED,281547991165284,custom_gene,40.0,0,True,B4,166,2.1875,340
1711.7969,1039.5625,22.625,HSP90AB1,UNASSIGNED,281547991165288,custom_gene,40.0,0,True,B4,166,12.484375,0
1712.3906,1009.15625,26.640625,HSP90AB1,UNASSIGNED,281547991165289,custom_gene,37.5,0,True,B4,166,4.40625,82
1730.6562,1198.2656,21.890625,HSP90AB1,dplofhnk-1,281547991165295,custom_gene,27.5,0,True,B4,166,2.5625,273
1732.5469,1008.5,20.65625,HSP90AB1,UNASSIGNED,281547991165296,custom_gene,39.0,0,True,B4,166,1.890625,83
1733.875,1111.8906,19.03125,HSP90AB1,UNASSIGNED,281547991165298,custom_gene,37.5,0,True,B4,166,6.15625,0
1735.5312,1007.0,22.609375,HSP90AB1,dkdjfank-1,281547991165299,custom_gene,37.25,0,True,B4,166,2.96875,73
1739.1094,1204.3906,18.359375,HSP90AB1,UNASSIGNED,281547991165301,custom_gene,36.75,0,True,B4,166,4.296875,0
1740.4062,1226.8281,21.359375,HSP90AB1,dpnkbbfd-1,281547991165302,custom_gene,40.0,1,True,B4,166,0.0,326
1747.6406,1019.2656,19.921875,HSP90AB1,UNASSIGNED,281547991165305,custom_gene,40.0,0,True,B4,166,5.65625,0
1658.2188,1005.1719,22.1875,HSPA8,eefpdibi-1,281547991156336,custom_gene,27.5,0,True,B4,367,4.40625,55
1503.9062,1011.5781,19.03125,HSPA8,UNASSIGNED,281547991160381,custom_gene,40.0,0,True,B4,367,9.703125,0
1510.0156,1010.96875,19.46875,HSPA8,UNASSIGNED,281547991160384,custom_gene,40.0,0,True,B4,367,5.046875,0
1569.1719,1021.3281,24.328125,HSPA8,UNASSIGNED,281547991160404,custom_gene,40.0,0,True,B4,367,10.484375,0
1649.4375,1050.5312,22.71875,HSPA8,UNASSIGNED,281547991160428,custom_gene,40.0,0,True,B4,367,6.609375,0
1718.7969,1195.8594,23.40625,HSPA8,dpnhhika-1,281547991160459,custom_gene,40.0,0,True,B4,367,3.046875,277
1738.2031,1192.7812,24.453125,HSPA8,dplpehdm-1,281547991161456,custom_gene,40.0,0,True,B4,367,0.4375,273
1661.1875,1098.6406,22.203125,HSPA8,UNASSIGNED,281547991161906,custom_gene,32.5,0,True,B4,367,4.515625,0
1717.5156,1007.3125,21.859375,HSPA8,UNASSIGNED,281547991161916,custom_gene,27.5,0,True,B4,367,2.03125,69
1510.2188,1011.5625,20.609375,HSPA8,UNASSIGNED,281547991164577,custom_gene,23.75,0,True,B4,367,5.484375,0
1554.3438,1205.2812,24.171875,HSPA8,UNASSIGNED,281547991164607,custom_gene,38.5,0,True,B4,367,5.3125,0
1566.7344,1134.9219,23.421875,HSPA8,UNASSIGNED,281547991164610,custom_gene,40.0,0,True,B4,367,2.296875,201
1614.2188,1049.0938,17.625,HSPA8,UNASSIGNED,281547991164638,custom_gene,40.0,0,True,B4,367,6.703125,0
1630.875,1149.3906,18.78125,HSPA8,eehaapmk-1,281547991164644,custom_gene,24.75,1,True,B4,367,0.0,225
1647.2031,1133.5156,20.296875,HSPA8,eehakbcc-1,281547991164664,custom_gene,40.0,0,True,B4,367,0.5625,0
1657.5156,1005.0781,22.796875,HSPA8,UNASSIGNED,281547991164669,custom_gene,27.25,0,True,B4,367,5.125,55
1716.6562,1007.8125,21.921875,HSPA8,UNASSIGNED,281547991164711,custom_gene,36.0,0,True,B4,367,3.015625,82
1602.0781,1180.2969,22.171875,HTR2A,UNASSIGNED,281547991160600,custom_gene,40.0,0,True,B4,358,6.421875,0
1611.2969,1227.2812,22.703125,IDH1,eeneeajl-1,281547991155957,custom_gene,40.0,1,True,B4,141,0.0,330
1647.6406,1087.9375,17.171875,IDH1,UNASSIGNED,281547991155974,custom_gene,40.0,0,True,B4,141,16.921875,0
1558.6719,1076.4688,16.421875,IDH1,mpebmbac-1,281547991163764,custom_gene,40.0,1,True,B4,141,0.0,0
1538.5625,1016.8281,24.703125,IDH2,UNASSIGNED,281547991159260,custom_gene,40.0,0,True,B4,345,4.4375,0
1581.3906,1199.3438,24.015625,IDH2,UNASSIGNED,281547991159291,custom_gene,40.0,0,True,B4,345,5.765625,0
1623.8281,1063.2344,21.828125,IDH2,eejagfni-1,281547991159306,custom_gene,40.0,1,True,B4,345,0.0,124
1628.6562,1067.8906,19.421875,IDH2,eejaeehf-1,281547991159308,custom_gene,27.5,1,True,B4,345,0.0,135
1714.1562,1244.1875,20.375,IDO1,dpnlknok-1,281547991155225,custom_gene,40.0,0,True,B4,2,0.34375,350
1537.0781,1177.5,17.75,IGFBP3,UNASSIGNED,281547991156193,custom_gene,39.5,0,True,B4,368,3.78125,0
1651.0938,1131.5312,17.953125,IGFBP3,eehakbcc-1,281547991156213,custom_gene,39.5,1,True,B4,368,0.0,206
1637.4375,1145.8906,20.734375,IGFBP3,eegpoifm-1,281547991156959,custom_gene,40.0,1,True,B4,368,0.0,224
1592.5938,1014.34375,23.6875,IGFBP4,UNASSIGNED,281547991155942,custom_gene,40.0,0,True,B4,389,4.796875,0
1603.8594,1123.2656,23.5,IGFBP4,eegpbkkk-1,281547991155952,custom_gene,40.0,1,True,B4,389,0.0,188
1604.8594,1134.3281,23.78125,IGFBP4,eehkbnff-1,281547991155954,custom_gene,40.0,1,True,B4,389,0.0,205
1690.6719,1154.25,24.828125,IGFBP4,eegnkhnl-1,281547991156010,custom_gene,40.0,0,True,B4,389,2.078125,226
1728.8281,1205.5156,17.390625,IGFBP5,dpnidpep-1,281547991164111,custom_gene,40.0,1,True,B4,61,0.0,302
1732.6406,1202.3594,23.703125,IGFBP5,UNASSIGNED,281547991164113,custom_gene,40.0,0,True,B4,61,0.984375,302
1613.1094,1227.5,23.140625,IL6ST,eeneeajl-1,281547991159882,custom_gene,37.5,1,True,B4,29,0.0,330
1525.8906,1005.7656,20.71875,IL6ST,UNASSIGNED,281547991166069,custom_gene,23.75,0,True,B4,29,3.609375,0
1723.5781,1160.6406,22.59375,IL6ST,UNASSIGNED,281547991166079,custom_gene,40.0,0,True,B4,29,8.921875,0
1689.5938,1189.2969,25.515625,IL7R,eehcjgij-1,281547991166018,custom_gene,40.0,1,True,B4,161,0.0,274
1689.7188,1190.1562,25.203125,IL7R,eehcjgij-1,281547991166019,custom_gene,40.0,1,True,B4,161,0.0,274
1563.0781,1015.7969,23.109375,KCNH5,UNASSIGNED,281547991155382,custom_gene,40.0,0,True,B4,226,6.125,0
1715.0,1066.0312,20.1875,KIT,UNASSIGNED,281547991155625,custom_gene,40.0,0,True,B4,262,1.453125,137
1715.375,1066.5,21.203125,KIT,UNASSIGNED,281547991164709,custom_gene,40.0,0,True,B4,262,1.203125,137
1505.8281,1200.4219,25.328125,KLF2,eejiaikg-1,281547991157995,custom_gene,40.0,0,True,B4,207,0.625,298
1520.9062,1160.125,24.75,KLF2,UNASSIGNED,281547991158036,custom_gene,40.0,0,True,B4,207,3.65625,0
1615.0,1010.84375,19.703125,KLF2,UNASSIGNED,281547991158239,custom_gene,40.0,0,True,B4,207,2.875,70
1503.375,1201.3125,21.125,KLF2,eejiaikg-1,281547991160589,custom_gene,27.25,0,True,B4,207,1.0625,298
1549.9844,1180.4375,24.6875,KLF4,UNASSIGNED,281547991154893,custom_gene,40.0,0,True,B4,145,3.203125,0
1579.0469,1049.6094,22.375,KLF4,UNASSIGNED,281547991154911,custom_gene,40.0,0,True,B4,145,17.640625,0
1620.4062,1153.2656,17.234375,KLF4,UNASSIGNED,281547991154936,custom_gene,40.0,0,True,B4,145,8.0,0
1628.0,1244.9219,23.421875,KLF4,UNASSIGNED,281547991154941,custom_gene,40.0,0,True,B4,145,5.859375,0
1629.0,1246.2812,24.296875,KLF4,UNASSIGNED,281547991154944,custom_gene,40.0,0,True,B4,145,4.671875,0
1629.0938,1244.8438,24.390625,KLF4,UNASSIGNED,281547991154945,custom_gene,40.0,0,True,B4,145,6.078125,0
1629.7344,1109.3906,21.453125,KLF4,UNASSIGNED,281547991154946,custom_gene,40.0,0,True,B4,145,14.59375,0
1707.5469,1022.625,23.640625,KLF4,UNASSIGNED,281547991154998,custom_gene,40.0,0,True,B4,145,10.09375,0
1592.6875,1007.75,21.71875,KLF4,eeiljafj-1,281547991155605,custom_gene,36.5,0,True,B4,145,1.9375,0
1601.7812,1245.1094,22.8125,KLF4,UNASSIGNED,281547991155607,custom_gene,40.0,0,True,B4,145,10.21875,0
1591.5469,1007.5,22.109375,KLF4,eeiljafj-1,281547991160097,custom_gene,33.75,0,True,B4,145,3.015625,0
1602.9688,1244.7812,22.71875,KLF4,UNASSIGNED,281547991160105,custom_gene,40.0,0,True,B4,145,9.890625,0
1698.1719,1204.4688,22.828125,KLF4,UNASSIGNED,281547991160140,custom_gene,40.0,0,True,B4,145,9.546875,0
1506.75,1019.3125,20.78125,KLK6,UNASSIGNED,281547991161974,custom_gene,40.0,0,True,B4,285,5.53125,0
1501.0938,1103.4531,18.5,LAMP2,UNASSIGNED,281547991157389,custom_gene,40.0,0,True,B4,232,4.046875,167
1729.7344,1192.9844,22.078125,LAMP2,dplofhnk-1,281547991161919,custom_gene,40.0,1,True,B4,232,0.0,273
1730.2188,1181.4062,21.375,LAMP2,UNASSIGNED,281547991161920,custom_gene,40.0,0,True,B4,232,2.46875,264
1737.6406,1033.9531,19.34375,LAMP5,dkdimfeo-1,281547991164258,custom_gene,23.25,0,True,B4,171,4.5,0
1738.1562,1035.3438,19.890625,LAMP5,dkdimfeo-1,281547991164261,custom_gene,40.0,0,True,B4,171,3.390625,0
1548.4531,1188.0312,24.8125,LENG8,eehgomdf-1,281547991155376,custom_gene,40.0,1,True,B4,202,0.0,276
1663.8438,1247.8281,20.890625,LENG8,eengmpjp-1,281547991155430,custom_gene,40.0,1,True,B4,202,0.0,349
1504.8438,1202.4844,24.84375,LENG8,eejiaikg-1,281547991159847,custom_gene,40.0,1,True,B4,202,0.0,298
1684.25,1012.6875,23.765625,LENG8,eefmhnka-1,281547991159906,custom_gene,40.0,1,True,B4,202,0.0,85
1527.1719,1084.1406,23.421875,LRRK2,UNASSIGNED,281547991164041,custom_gene,21.5,0,True,B4,95,19.96875,0
1658.4844,1244.0469,21.671875,LY86,eengmpjp-1,281547991156991,custom_gene,40.0,1,True,B4,212,0.0,349
